UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,163442440,12/09/2016,590 CASCADE AVE SW @KROGER - CASCADE,402,West End,T,33.73812,-84.43276,
LARCENY-FROM VEHICLE,163442442,12/09/2016,358 FRASER ST SE,605,Capitol Gateway,V,33.74513,-84.38612,
LARCENY-NON VEHICLE,163442495,12/09/2016,3721 CAMPBELLTON RD SW @BEN HILL PLAZA SC,412,Ben Hill Acres,P,33.69136,-84.51037,
AUTO THEFT,163442511,12/09/2016,732 JOSEPH E LOWERY BLVD NW,106,Bankhead,K,33.7744,-84.41801,
AUTO THEFT,163442543,12/09/2016,3438 PEACHTREE RD NE,208,North Buckhead,B,33.85307,-84.36404,
LARCENY-NON VEHICLE,163442547,12/09/2016,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,602,Poncey-Highland,N,33.7734,-84.35467,
BURGLARY-RESIDENCE,163442550,12/09/2016,1296 ATLANTIC DR NW,501,Home Park,E,33.78943,-84.39812,
LARCENY-NON VEHICLE,163442557,12/09/2016,469 MARIETTA ST NW,504,Downtown,M,33.76564,-84.39669,
AGG ASSAULT,163442563,12/09/2016,576 ROCKWELL ST SW,302,Pittsburgh,V,33.73167,-84.40651,
LARCENY-NON VEHICLE,163442565,12/09/2016,1067 ALTA AVE NE,602,Inman Park,N,33.76092,-84.35304,
LARCENY-FROM VEHICLE,163442584,12/09/2016,1310 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.78966,-84.42689,
LARCENY-FROM VEHICLE,163442585,12/09/2016,1530 CARROLL DR NW,203,Hills Park,D,33.80238,-84.43788,
LARCENY-FROM VEHICLE,163442615,12/09/2016,1465 HOWELL MILL RD NW,207,Berkeley Park,D,33.79501,-84.41465,
LARCENY-FROM VEHICLE,163442655,12/09/2016,2341 MARIETTA BLVD NW,203,Bolton,D,33.81923,-84.45204,
LARCENY-FROM VEHICLE,163442657,12/09/2016,1735 DEFOOR PL NW,204,Underwood Hills,D,33.80224,-84.42161,
LARCENY-NON VEHICLE,163442706,12/09/2016,2465 MOROSGO PL NE,211,Lindbergh/Morosgo,B,33.82269,-84.3665,
BURGLARY-RESIDENCE,163442719,12/09/2016,1560 CHILDRESS DR SW,409,Southwest,R,33.71321,-84.49018,
LARCENY-FROM VEHICLE,163442728,12/09/2016,3101 PIEDMONT RD NE,211,Peachtree Park,B,33.84075,-84.36979,
LARCENY-NON VEHICLE,163442746,12/09/2016,3334 PEACHTREE RD NE @DSW,208,North Buckhead,B,33.84911,-84.37075,
AUTO THEFT,163442789,12/09/2016,2565 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77544,-84.47042,
LARCENY-FROM VEHICLE,163442808,12/09/2016,3755 CARMIA DR SW,414,Princeton Lakes,P,33.6569,-84.51004,
LARCENY-FROM VEHICLE,163442876,12/09/2016,1465 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80787,-84.43494,
ROBBERY-COMMERCIAL,163442956,12/09/2016,2193 CASCADE RD SW,409,Cascade Avenue/Road,S,33.7224,-84.46011,
AUTO THEFT,163442970,12/09/2016,3580 CAMPBELLTON RD ,412,,P,33.6899,-84.50584,
LARCENY-NON VEHICLE,163443065,12/09/2016,1217 METROPOLITAN PKWY SW,301,Adair Park,V,33.72174,-84.40839,
AGG ASSAULT,163443080,12/09/2016,50 MOUNT ZION RD SW @BRANDYWINE TOWNHOUS,312,Glenrose Heights,Z,33.67086,-84.38939,
LARCENY-FROM VEHICLE,163443108,12/09/2016,1977 MARTIN L KING JR DR NW,108,,I,33.7511,-84.4479,
LARCENY-FROM VEHICLE,170100741,12/09/2016,626 DEKALB AVE SE,604,Old Fourth Ward,M,33.75283,-84.36687,
LARCENY-FROM VEHICLE,163431460,12/08/2016,2075 MONROE DR NE,212,Piedmont Heights,F,33.80959,-84.37346,
AUTO THEFT,163431470,12/08/2016,3755 CARMIA DR,414,Princeton Lakes,P,33.6569,-84.51004,
LARCENY-NON VEHICLE,163431482,12/08/2016,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201,
LARCENY-NON VEHICLE,163431572,12/08/2016,FAIR DR / PICKFAIR WAY,307,Lakewood Heights,Y,33.70261,-84.40112,
LARCENY-FROM VEHICLE,163431583,12/08/2016,590 CASCADE AVE SW @KROGER - CASCADE,402,West End,T,33.7375,-84.43314,
LARCENY-FROM VEHICLE,163431600,12/08/2016,165 BAILEY ST SW,101,Atlanta University Center,T,33.75087,-84.40536,
LARCENY-FROM VEHICLE,163431601,12/08/2016,21 ELLIS ST NE,510,Downtown,M,33.75833,-84.38681,
LARCENY-FROM VEHICLE,163431614,12/08/2016,I-20 WB EXPY SE / HILL ST SE,605,Grant Park,W,33.7435,-84.37936,
LARCENY-NON VEHICLE,163431622,12/08/2016,3334 PEACHTREE RD NE ,208,North Buckhead,B,33.84911,-84.37075,
BURGLARY-NONRES,163431628,12/08/2016,2982 OLD JONESBORO RD SW,311,Hammond Park,X,33.67347,-84.40684,
LARCENY-FROM VEHICLE,163431631,12/08/2016,1956 VALLEY RIDGE DR SW,412,Heritage Valley,P,33.70228,-84.50192,
AGG ASSAULT,163431637,12/08/2016,3540 N CAMP CREEK PKWY SW @STONECREEK APT,414,,P,33.66831,-84.5001,
LARCENY-NON VEHICLE,163431675,12/08/2016,50 BROAD STREET,511,Downtown,M,33.75352,-84.39189,
LARCENY-FROM VEHICLE,163431685,12/08/2016,964 NORTHERN AVE SE,606,Reynoldstown,N,33.74758,-84.35581,
LARCENY-NON VEHICLE,163431702,12/08/2016,9 WHATLEY ST SE,307,Lakewood Heights,Y,33.70704,-84.37856,
LARCENY-NON VEHICLE,163431725,12/08/2016,975 PIEDMONT AVE NE,503,Midtown,E,33.78129,-84.38035,
LARCENY-FROM VEHICLE,163431754,12/08/2016,2893 PEACHTREE RD NE,206,Garden Hills,B,33.83392,-84.38245,
LARCENY-NON VEHICLE,163431760,12/08/2016,220 26TH ST NW,207,Brookwood,E,33.80312,-84.4011,
LARCENY-FROM VEHICLE,163431761,12/08/2016,450 16TH ST NW,501,Home Park,E,33.78829,-84.40378,
BURGLARY-RESIDENCE,163431798,12/08/2016,387 COLOGNE DR SE,313,Blair Villa/Poole Creek,Z,33.66261,-84.37833,
LARCENY-FROM VEHICLE,163431803,12/08/2016,1034 CUSTER AVE SE,607,Custer/McDonough/Guice,W,33.71656,-84.35479,
LARCENY-NON VEHICLE,163431815,12/08/2016,2690 METROPOLITAN PKWY SW,309,Perkerson,X,33.68169,-84.40737,
LARCENY-FROM VEHICLE,163431970,12/08/2016,2900 PEACHTREE RD NW ,206,Peachtree Heights West,B,33.83399,-84.3841,
ROBBERY-PEDESTRIAN,163432048,12/08/2016,678 W PEACHTREE ST NW,505,Midtown,E,33.773,-84.38745,
LARCENY-FROM VEHICLE,163432118,12/08/2016,2841 GREENBRIAR PKWY SW ,411,Greenbriar,R,33.68845,-84.49328,
LARCENY-FROM VEHICLE,163432197,12/08/2016,15 PEACHTREE ST,511,Downtown,M,33.75369,-84.39043,
LARCENY-FROM VEHICLE,163432283,12/08/2016,857 COLLIER RD NW @HAVE A NICE DAY CAFE,205,Wildwood (NPU-C),C,33.81036,-84.41606,
LARCENY-FROM VEHICLE,163432386,12/08/2016,2414 MARIETTA BLVD NW,203,Bolton,D,33.82161,-84.45646,
LARCENY-FROM VEHICLE,163432442,12/08/2016,2125 NORTHSIDE DR NW @GRANT TENNIS CENTER,205,,C,33.81356,-84.40761,
BURGLARY-RESIDENCE,163432496,12/08/2016,371 IRWIN ST NE,604,Sweet Auburn,M,33.7576,-84.37539,
LARCENY-NON VEHICLE,163432505,12/08/2016,35 W PACES FERRY RD NW,206,South Tuxedo Park,B,33.83984,-84.38093,
LARCENY-NON VEHICLE,163432583,12/08/2016,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-FROM VEHICLE,163432688,12/08/2016,500 10TH ST NE ,502,,E,33.78223,-84.36922,
LARCENY-NON VEHICLE,163432695,12/08/2016,3500 PEACHTREE RD NE @SAKS FIFTH AVENUE,208,North Buckhead,B,33.85302,-84.36278,
BURGLARY-RESIDENCE,163432755,12/08/2016,1637 BARRETT DR NW,113,Bolton Hills,G,33.80052,-84.48426,
BURGLARY-RESIDENCE,163432799,12/08/2016,371 IRWIN ST NE,604,Sweet Auburn,M,33.75747,-84.37539,
LARCENY-FROM VEHICLE,163432819,12/08/2016,777 EDGEWOOD AVE NE,602,Inman Park,N,33.75458,-84.36199,
BURGLARY-RESIDENCE,163432825,12/08/2016,500 NORTHSIDE CIR NW,207,Loring Heights,E,33.79724,-84.40668,
LARCENY-FROM VEHICLE,163432860,12/08/2016,18 GERTRUDE PL NW,110,Grove Park,J,33.77563,-84.44485,
AGG ASSAULT,163432881,12/08/2016,2430 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82149,-84.35161,
LARCENY-FROM VEHICLE,163432918,12/08/2016,250 10TH ST NE,503,Midtown,E,33.78178,-84.38047,
BURGLARY-RESIDENCE,163432954,12/08/2016,2500 CENTER ST NW,113,Carey Park,G,33.78999,-84.47156,
BURGLARY-RESIDENCE,163433016,12/08/2016,220 26TH ST NW,207,Brookwood,E,33.80312,-84.4011,
LARCENY-FROM VEHICLE,163433092,12/08/2016,650 CLEBURNE TER NE,602,Poncey-Highland,N,33.77212,-84.35389,
ROBBERY-PEDESTRIAN,163433112,12/08/2016,3275 PEACHTREE RD NE,208,Peachtree Park,B,33.84439,-84.36942,
AUTO THEFT,163433116,12/08/2016,1212 JAMES JACKSON,113,Monroe Heights,G,33.79333,-84.47416,
LARCENY-FROM VEHICLE,163433126,12/08/2016,1790 HOWELL MILL RD NW,204,Underwood Hills,D,33.80352,-84.41455,
LARCENY-NON VEHICLE,163433150,12/08/2016,3393 PEACHTREE RD NE ,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,163433153,12/08/2016,3232 PEACHTREE RD NE,208,Buckhead Forest,B,33.84413,-84.37409,
LARCENY-FROM VEHICLE,163433162,12/08/2016,794 N HIGHLAND AVE NE,601,Virginia Highland,F,33.77614,-84.35269,
AUTO THEFT,163433247,12/08/2016,3450 CASCADE RD SW,406,,,33.72265,-84.50091,
LARCENY-FROM VEHICLE,163433280,12/08/2016,700 9TH ST NW ,501,Home Park,E,33.78052,-84.40957,
LARCENY-NON VEHICLE,163433287,12/08/2016,492 JAMES P BRAWLEY DR,103,English Avenue,L,33.76821,-84.41259,
AGG ASSAULT,163433296,12/08/2016,1739 CHESHIRE BRIDGE RD NE,213,Morningside/Lenox Park,F,33.80754,-84.36593,
LARCENY-FROM VEHICLE,163433326,12/08/2016,8 6TH ST NE,505,Midtown,E,33.77762,-84.3869,
LARCENY-FROM VEHICLE,163430882,12/08/2016,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77248,-84.37857,
LARCENY-FROM VEHICLE,163430918,12/08/2016,880 GLENWOOD AVE SE,606,Grant Park,W,33.74058,-84.35903,
LARCENY-NON VEHICLE,163430946,12/08/2016,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023,
LARCENY-NON VEHICLE,163430994,12/08/2016,3175 MIDDLETON RD NW,111,,I,33.7522,-84.49103,
LARCENY-NON VEHICLE,163430995,12/08/2016,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-FROM VEHICLE,163431002,12/08/2016,3379 STONE RD SW,414,,P,33.67304,-84.50104,
AUTO THEFT,163431005,12/08/2016,923 TILDEN ST NW,106,Knight Park/Howell Station,K,33.77998,-84.42473,
LARCENY-NON VEHICLE,163431040,12/08/2016,1368 BEECHER ST SW,402,Oakland City,S,33.73307,-84.43244,
LARCENY-NON VEHICLE,163431056,12/08/2016,1819 PEACHTREE RD NE @PEACHTREE PALISADES,207,Brookwood Hills,E,33.80455,-84.39288,
LARCENY-NON VEHICLE,163431063,12/08/2016,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.79742,-84.40671,
LARCENY-NON VEHICLE,163431089,12/08/2016,1111 BRIARCLIFF PL NE,601,Atkins Park,F,33.77692,-84.351,
ROBBERY-PEDESTRIAN,163431221,12/08/2016,520 PARK DR NE ,601,Virginia Highland,F,33.78636,-84.37035,
ROBBERY-PEDESTRIAN,163431234,12/08/2016,560 CRESTHILL AVE NE,601,Virginia Highland,F,33.78426,-84.36931,
LARCENY-FROM VEHICLE,163431258,12/08/2016,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80121,-84.40791,
LARCENY-FROM VEHICLE,163431296,12/08/2016,979 LANIER BLVD NE,601,Virginia Highland,F,33.78144,-84.35244,
LARCENY-FROM VEHICLE,163431349,12/08/2016,180 UNIVERSITY AVE SW,302,Pittsburgh,V,33.72164,-84.39375,
LARCENY-FROM VEHICLE,163430338,12/08/2016,45 13TH ST NE,503,Midtown,E,33.78553,-84.38604,
RAPE,163430356,12/08/2016,80 JESSE HILL JR DR,510,Midtown,E,33.7801,-84.38942,
LARCENY-FROM VEHICLE,163430424,12/08/2016,613 AMAL DR SW,307,Amal Heights,Y,33.70825,-84.39823,
BURGLARY-NONRES,163430582,12/08/2016,3755 CARMIA DR SW,414,Princeton Lakes,P,33.6569,-84.51004,
LARCENY-FROM VEHICLE,163430612,12/08/2016,261 WALKER ST SW,507,Castleberry Hill,M,33.74753,-84.40329,
LARCENY-FROM VEHICLE,163430659,12/08/2016,1150 ASTOR AVE SW,306,Sylvan Hills,X,33.70137,-84.42678,
LARCENY-FROM VEHICLE,163430708,12/08/2016,1213 ALLENE AVE SW,301,Capitol View,X,33.72178,-84.41346,
LARCENY-FROM VEHICLE,163430780,12/08/2016,2915 CHEVELLE LN SE,611,East Lake,O,33.75137,-84.29138,
LARCENY-FROM VEHICLE,163430810,12/08/2016,222 PETERS ST SW,507,Castleberry Hill,M,33.74824,-84.40041,
LARCENY-NON VEHICLE,163430846,12/08/2016,650 PONCE DE LEON AVE NE ,506,Midtown,E,33.77469,-84.36561,
LARCENY-FROM VEHICLE,163430020,12/08/2016,380 14TH ST NW,501,Home Park,E,33.78592,-84.39942,
LARCENY-FROM VEHICLE,163430070,12/08/2016,198 FITZGERALD ST,604,Sweet Auburn,M,33.75192,-84.37231,
ROBBERY-PEDESTRIAN,163430108,12/08/2016,427 EDGEWOOD AVE SE,604,Sweet Auburn,M,33.75413,-84.37361,
AGG ASSAULT,163430211,12/08/2016,1267 WILLIS MILL RD SW,406,Audobon Forest,I,33.72124,-84.4726,
ROBBERY-PEDESTRIAN,163430282,12/08/2016,817 W PEACHTREE ST NE ,505,Midtown,E,33.77696,-84.38697,
LARCENY-FROM VEHICLE,163430287,12/08/2016,3180 PEACHTREE RD NE,208,Buckhead Forest,B,33.84183,-84.3759,
AUTO THEFT,163401445,12/08/2016,1966 LAKEWOOD TERRACE,307,Lakewood Heights,Y,33.70164,-84.38497,
AGG ASSAULT,163420105,12/07/2016,1147 HUBBARD ST SW,302,Pittsburgh,V,33.72364,-84.40255,
LARCENY-NON VEHICLE,163420124,12/07/2016,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,
BURGLARY-NONRES,163420255,12/07/2016,950 JOSEPH E LOWERY BLVD NW,106,Knight Park/Howell Station,K,33.78052,-84.41742,
AUTO THEFT,163420301,12/07/2016,443 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77313,-84.37247,
AUTO THEFT,163420325,12/07/2016,GLENWOOD AVE SE / 2ND AVE SE,611,East Lake,O,33.74001,-84.3097,
BURGLARY-NONRES,163420352,12/07/2016,2893 PEACHTREE RD NE,206,Garden Hills,B,33.83392,-84.38245,
BURGLARY-NONRES,163420371,12/07/2016,878 NORWOOD RD SE,308,Norwood Manor,Z,33.69718,-84.36085,
BURGLARY-NONRES,163420410,12/07/2016,950 W PEACHTREE ST NW,503,Midtown,E,33.78014,-84.38747,
LARCENY-NON VEHICLE,163420464,12/07/2016,1683 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.7083,-84.38035,
AUTO THEFT,163420585,12/07/2016,501 CONNELL AVE SW,309,Perkerson,X,33.68348,-84.40624,
AGG ASSAULT,163420626,12/07/2016,477 PEACHTREE ST NE,509,Downtown,M,33.76764,-84.38524,
AUTO THEFT,163420643,12/07/2016,948 HALL PL NW,106,Knight Park/Howell Station,K,33.78085,-84.42857,
AUTO THEFT,163420665,12/07/2016,2143 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75113,-84.45894,
LARCENY-FROM VEHICLE,163420715,12/07/2016,1438 MIMS ST SW,104,Mozley Park,K,33.7494,-84.4345,
RAPE,163420719,12/07/2016,4145 GRANT DR,405,Harland Terrace,I,33.75169,-84.47276,
BURGLARY-RESIDENCE,163420871,12/07/2016,1975 RAMBLING DR SW,306,Sylvan Hills,X,33.70052,-84.40621,
LARCENY-FROM VEHICLE,163420872,12/07/2016,1886 GREYSTONE RD NW,205,Collier Hills,C,33.80731,-84.40648,
AGG ASSAULT,163420901,12/07/2016,2114 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75023,-84.45704,
LARCENY-NON VEHICLE,163420913,12/07/2016,1385 COLLIER RD NW,204,Underwood Hills,D,33.81089,-84.43371,
AUTO THEFT,163420927,12/07/2016,1669 JACKSON SQ NW,113,Lincoln Homes,G,33.79704,-84.47536,
LARCENY-FROM VEHICLE,163420943,12/07/2016,1154 BOOKER AVE SW,302,Pittsburgh,V,33.72325,-84.39739,
BURGLARY-RESIDENCE,163420961,12/07/2016,147 26TH ST NW,207,Brookwood,E,33.80251,-84.39773,
LARCENY-NON VEHICLE,163420991,12/07/2016,834 INMAN VILLAGE PKWY NE,602,Inman Park,N,33.76012,-84.36112,
LARCENY-NON VEHICLE,163421006,12/07/2016,912 MARTIN L KING JR DR SW,101,Atlanta University Center,T,33.75427,-84.41723,
LARCENY-FROM VEHICLE,163421105,12/07/2016,255 COURTLAND ST NE @HILTON HOTEL,509,Downtown,M,33.76157,-84.38314,
AUTO THEFT,163421133,12/07/2016,2019 HOSEA L WILLIAMS DR SE,610,Kirkwood,O,33.75076,-84.32153,
LARCENY-NON VEHICLE,163421227,12/07/2016,100 LAKEWOOD WAY SW,307,Lakewood Heights,Y,33.69921,-84.39286,
LARCENY-NON VEHICLE,163421261,12/07/2016,1217 METROPOLITAN PKWY SW,301,Adair Park,V,33.72174,-84.40839,
LARCENY-NON VEHICLE,163421312,12/07/2016,281 MEMORIAL DR SE,605,Grant Park,W,33.74632,-84.3785,
LARCENY-FROM VEHICLE,163421341,12/07/2016,999 LEE ST SW,402,Oakland City,S,33.72797,-84.41784,
LARCENY-NON VEHICLE,163421386,12/07/2016,60 WALTHALL ST NE,606,Reynoldstown,N,33.75513,-84.35247,
LARCENY-NON VEHICLE,163421390,12/07/2016,1217 CAROLINE ST NE,609,Edgewood,O,33.75786,-84.34875,
LARCENY-FROM VEHICLE,163421403,12/07/2016,2875 LAKEWOOD AVE SW,306,Sylvan Hills,X,33.69731,-84.41097,
AGG ASSAULT,163421411,12/07/2016,27 HAYGOOD AVE SW,304,Peoplestown,V,33.72667,-84.38864,
LARCENY-NON VEHICLE,163421487,12/07/2016,771 LINDBERGH DR NE,211,Lindbergh/Morosgo,B,33.82055,-84.36241,
BURGLARY-RESIDENCE,163421493,12/07/2016,1353 MONTREAT AVE SW,402,Oakland City,S,33.7295,-84.43207,
LARCENY-NON VEHICLE,163421515,12/07/2016,250 PHARR RD NE,206,Buckhead Village,B,33.83715,-84.37962,
LARCENY-NON VEHICLE,163421536,12/07/2016,2525 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.824,-84.36521,
BURGLARY-NONRES,163421593,12/07/2016,309 MOUNT ZION RD SW,311,Hammond Park,X,33.67302,-84.3996,
LARCENY-NON VEHICLE,163421627,12/07/2016,1209 COLLIER RD NW,204,,C,33.81161,-84.42571,
LARCENY-NON VEHICLE,163421644,12/07/2016,1093 WEST AVE SW,302,Pittsburgh,V,33.72494,-84.39593,
BURGLARY-RESIDENCE,163421647,12/07/2016,1514 NORTHWEST DR NW,113,Monroe Heights,G,33.79809,-84.48706,
LARCENY-NON VEHICLE,163421648,12/07/2016,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742,
LARCENY-FROM VEHICLE,163421681,12/07/2016,757 CLEVELAND AVE SW,309,Perkerson,X,33.68232,-84.41417,
LARCENY-FROM VEHICLE,163421682,12/07/2016,105 COLLIER RD NW,207,,E,33.80821,-84.39686,
BURGLARY-RESIDENCE,163421688,12/07/2016,3910 PEACHTREE DUNWOODY RD NE,209,North Buckhead,B,33.86186,-84.35806,
LARCENY-FROM VEHICLE,163421697,12/07/2016,543 PARKWAY DR NE,603,Old Fourth Ward,M,33.76918,-84.37273,
LARCENY-FROM VEHICLE,163421702,12/07/2016,WASHITA AVE NE / EUCLID AVE NE,602,Inman Park,N,33.76311,-84.35218,
LARCENY-NON VEHICLE,163421704,12/07/2016,3423 PIEDMONT RD NE,208,North Buckhead,B,33.84865,-84.37337,
BURGLARY-RESIDENCE,163421769,12/07/2016,194 ROCKY FORD RD NE,610,Kirkwood,O,33.75792,-84.319,
LARCENY-NON VEHICLE,163421771,12/07/2016,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,163421796,12/07/2016,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
AGG ASSAULT,163421831,12/07/2016,1154 PENN CT SE,308,Thomasville Heights,Z,33.70206,-84.36037,
LARCENY-NON VEHICLE,163421843,12/07/2016,2784 DONALD LEE HOLLOWELL PKWY NW,112,Collier Heights,I,33.77927,-84.47996,
BURGLARY-RESIDENCE,163421897,12/07/2016,907 EDEN AVE SE,607,Ormewood Park,W,33.72993,-84.3581,
AUTO THEFT,163421907,12/07/2016,1000 NORTHSIDE DR NW,501,Home Park,E,33.78194,-84.40758,
LARCENY-NON VEHICLE,163421939,12/07/2016,2232 DUNSEATH AVE NW,203,Bolton,D,33.81667,-84.4492,
AGG ASSAULT,163421977,12/07/2016,EDGEWOOD AVE AT RANDOLPH,604,Sweet Auburn,M,33.75434,-84.37438,
LARCENY-FROM VEHICLE,163421986,12/07/2016,2020 PEACHTREE RD NW @SHEPHERD CENTER,207,,E,33.80991,-84.39361,
LARCENY-FROM VEHICLE,163421989,12/07/2016,3125 WOOD VALLEY RD NW,202,West Paces Ferry/Northside,A,33.84029,-84.41726,
LARCENY-FROM VEHICLE,163421999,12/07/2016,1620 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.79988,-84.47023,
LARCENY-NON VEHICLE,163422011,12/07/2016,1635 WESTWOOD AVE SW,404,Westview,T,33.73862,-84.44128,
LARCENY-FROM VEHICLE,163422238,12/07/2016,230 JOHN WESLEY DOBBS AVE NE @JOHN HANCOCK BUILDI,510,Downtown,M,33.75756,-84.37981,
LARCENY-NON VEHICLE,163422273,12/07/2016,1217 CAROLINE ST NE,609,Edgewood,O,33.75786,-84.34875,
AGG ASSAULT,163422341,12/07/2016,3131 IMPERIAL CIR SW,409,Glenrose Heights,Z,33.66041,-84.39194,
LARCENY-NON VEHICLE,163422403,12/07/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,163422499,12/07/2016,800 CHEROKEE AVE SE,605,Grant Park,W,33.73267,-84.37352,
AGG ASSAULT,163422606,12/07/2016,1264 LOCKWOOD DR SW,403,Venetian Hills,S,33.72072,-84.43844,
BURGLARY-RESIDENCE,163422648,12/07/2016,685 WYLIE ST SE,606,Cabbagetown,N,33.75171,-84.36466,
AUTO THEFT,163422673,12/07/2016,1958 GRANDVIEW AVE NW,203,Riverside,D,33.80904,-84.47325,
LARCENY-FROM VEHICLE,163422681,12/07/2016,1816 PEACHTREE ST NW,207,Ardmore,E,33.80462,-84.39389,
BURGLARY-RESIDENCE,163422731,12/07/2016,4760 PUEBLO DR SW,413,Arlington Estates,P,33.68912,-84.54409,
AUTO THEFT,163422739,12/07/2016,102 OLLIE ST NW @WASHINGTON PARK,105,Washington Park,K,33.75735,-84.4214,
AUTO THEFT,163422760,12/07/2016,1959 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70229,-84.38496,
LARCENY-NON VEHICLE,163422784,12/07/2016,2923 DELMAR LN NW,111,,I,33.75526,-84.48252,
LARCENY-NON VEHICLE,163422806,12/07/2016,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
AGG ASSAULT,163422844,12/07/2016,3759 MAYS XING SW,407,Fairburn Mays,H,33.73394,-84.51348,
LARCENY-FROM VEHICLE,163422849,12/07/2016,490 WHITEHALL ST SW,507,Castleberry Hill,M,33.74348,-84.40341,
BURGLARY-RESIDENCE,163422857,12/07/2016,2380 PAUL AVE NW,203,Riverside,D,33.81943,-84.47496,
AUTO THEFT,163422909,12/07/2016,1953 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70279,-84.38454,
LARCENY-FROM VEHICLE,163422916,12/07/2016,1063 VIRGINIA AVE NE,601,Virginia Highland,F,33.7818,-84.35255,
BURGLARY-RESIDENCE,163422921,12/07/2016,2202 FORREST PL NW,203,Riverside,D,33.81555,-84.47012,
AUTO THEFT,163422960,12/07/2016,50 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67273,-84.39067,
LARCENY-FROM VEHICLE,163422975,12/07/2016,2840 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68764,-84.48965,
LARCENY-FROM VEHICLE,163422982,12/07/2016,770 DECKNER AVE SW @PERKERSON PARK,301,Capitol View,X,33.71272,-84.41349,
LARCENY-FROM VEHICLE,163422995,12/07/2016,909 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77347,-84.35767,
LARCENY-FROM VEHICLE,163423002,12/07/2016,1101 BLUE RIDGE AVE NE,602,Poncey-Highland,N,33.77218,-84.35163,
BURGLARY-RESIDENCE,163423044,12/07/2016,1760 NORTHSIDE DR NW,205,Channing Valley,C,33.80402,-84.40791,
LARCENY-FROM VEHICLE,163423070,12/07/2016,349 14TH ST NW,501,Home Park,E,33.78637,-84.39837,
AUTO THEFT,163423076,12/07/2016,1396 BENTEEN PARK DR SE,607,Benteen Park,W,33.71381,-84.36123,
LARCENY-NON VEHICLE,163423090,12/07/2016,1400 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77125,-84.43359,
LARCENY-FROM VEHICLE,163423117,12/07/2016,712 MAIDEN LN NE,601,Virginia Highland,F,33.77467,-84.36327,
ROBBERY-PEDESTRIAN,163423121,12/07/2016,650 HAMILTON AVE SE,607,Boulevard Heights,W,33.72622,-84.3667,
ROBBERY-PEDESTRIAN,163423123,12/07/2016,566 WILLOW ST NE,509,Downtown,M,33.77006,-84.38327,
BURGLARY-RESIDENCE,163423211,12/07/2016,213 FAIRBURN RD NW,111,Adamsville,H,33.76136,-84.50424,
LARCENY-NON VEHICLE,163410177,12/06/2016,2050 LIDDELL DR NE @FUTOS,212,Morningside/Lenox Park,F,33.81056,-84.36161,
BURGLARY-RESIDENCE,163410363,12/06/2016,2234 NELMS DR SW,310,Polar Rock,Z,33.69345,-84.40048,
BURGLARY-NONRES,163410492,12/06/2016,22 BENNETT ST NW,207,,C,33.81203,-84.3931,
BURGLARY-NONRES,163410517,12/06/2016,387 CLEVELAND AVE,309,Perkerson,X,33.6816,-84.40215,
LARCENY-FROM VEHICLE,163410590,12/06/2016,2891 FABIN ST NW,203,Whittier Mill Village,D,33.81064,-84.48228,
